drug_name,letter,has_ai_editorial,source_document_count,agencies
"tagraxofusp",T,yes,1,FDA
"Taipan antivenom",T,yes,1,TGA
"talampicillin",T,no,1,PMDA
"Talazoparib",T,yes,1,TGA
"Taliglucerase",T,yes,1,TGA
"talimogene laherparepvec",T,yes,1,FDA
"talquetamab",T,yes,2,FDA;TGA
"Tamoxifen",T,yes,1,TGA
"Tamsulosin",T,yes,1,TGA
"Tapentadol",T,yes,1,TGA
"tapinarof",T,yes,1,FDA
"taraxacum + lycopodium + sodium + arctostaphylos + syzygium + phosphoric + opuntia",T,yes,1,FDA
"tarlatamab",T,yes,2,FDA;TGA
"tasimelteon",T,yes,1,FDA
"tavaborole",T,yes,1,FDA
"tazarotene",T,yes,1,FDA
"Tebentafusp",T,yes,1,TGA
"technetium tc 99m mebrofenin",T,yes,1,FDA
"teclistamab",T,yes,2,FDA;TGA
"tecovirimat",T,yes,1,FDA
"tedizolid",T,yes,1,FDA
"Teduglutide",T,yes,1,TGA
"tegaserod",T,yes,2,FDA
"Teicoplanin",T,yes,1,TGA
"telavancin",T,yes,1,FDA
"telithromycin",T,yes,1,FDA
"Telmisartan",T,yes,1,TGA
"Telotristat",T,yes,1,TGA
"telotristat ethyl",T,yes,2,FDA;TGA
"Temazepam",T,yes,1,TGA
"Temozolomide",T,yes,1,TGA
"temsirolimus",T,yes,1,FDA
"tenapanor",T,yes,1,FDA
"Tenecteplase",T,yes,1,TGA
"Tenofovir alafenamide with emtricitabine, elvitegravir and cobicistat",T,yes,1,TGA
"teplizumab",T,yes,2,FDA;TGA
"Tepotinib",T,yes,1,TGA
"teprotumumab",T,yes,2,FDA;TGA
"terazosin",T,yes,1,FDA
"Terbinafine",T,yes,1,TGA
"Terbutaline",T,yes,1,TGA
"terconazole",T,yes,1,FDA
"Teriflunomide",T,yes,1,TGA
"Teriparatide",T,yes,1,TGA
"Terlipressin",T,yes,1,TGA
"tesamorelin",T,yes,1,FDA
"tetanus + diphtheria + pertussis + filamentous + pertactin + fimbriae",T,yes,1,FDA
"Tetanus immunoglobulin",T,yes,1,TGA
"Tetrabenazine",T,yes,1,TGA
"tetrabenazine",T,no,1,FDA
"Tetracosactide",T,yes,1,FDA
"tetrahydrozoline + polyethylene + zinc",T,yes,1,FDA
"tezepelumab",T,yes,2,FDA;TGA
"Thalidomide",T,yes,1,TGA
"thiamine + riboflavin + niacinamide + pantothenic + pyridoxine + methylcobalamin + ascorbic + cholecalciferol + alpha-tocopherol + folic",T,yes,1,FDA
"thiamine + riboflavin + nicotinamide + dexpanthenol + pyridoxine + cyanocobalamin",T,yes,4,TGA
"Thiopental",T,yes,1,TGA
"thioridazine",T,yes,1,FDA
"Thiotepa",T,yes,1,TGA
"thiothixene",T,yes,1,FDA
"thrombin",T,yes,1,FDA
"thyrotropin alfa",T,yes,1,TGA
"Tiagabine",T,yes,1,TGA
"Tibolone",T,yes,1,TGA
"Ticagrelor",T,yes,1,TGA
"ticarcillin + clavulanic",T,yes,1,FDA
"tick-borne encephalitis vaccine",T,yes,1,FDA
"ticlopidine",T,yes,1,FDA
"Tigecycline",T,yes,1,TGA
"Tiger snake antivenom",T,yes,1,TGA
"Tildrakizumab",T,yes,1,TGA
"timothy grass pollen allergen extract",T,yes,1,FDA
"tinidazole",T,yes,1,FDA
"tioconazole",T,yes,1,FDA
"Tioguanine",T,yes,1,TGA
"tiopronin",T,yes,1,FDA
"Tiotropium",T,yes,1,TGA
"tiotropium + olodaterol",T,yes,2,FDA;TGA
"tipranavir",T,yes,1,FDA
"Tirofiban",T,yes,1,TGA
"Tirzepatide",T,yes,1,TGA
"tirzepatide",T,no,1,FDA
"tisagenlecleucel",T,yes,2,FDA;TGA
"Tislelizumab",T,yes,1,TGA
"tisotumab vedotin",T,yes,1,FDA
"tivozanib",T,yes,1,FDA
"tizanidine",T,yes,1,FDA
"Tobramycin",T,yes,1,TGA
"Tocilizumab",T,yes,1,TGA
"tocopherol + glutathione + alpha-arbutin + ascorbic",T,yes,1,FDA
"Tofacitinib",T,yes,1,TGA
"tofacitinib",T,no,2,FDA;TGA
"tofersen",T,yes,2,FDA;TGA
"tolazamide",T,yes,1,FDA
"tolazoline",T,yes,1,FDA
"tolcapone",T,yes,1,FDA
"tolmetin",T,yes,1,FDA
"Tolnaftate",T,yes,1,FDA
"Tolterodine",T,yes,1,TGA
"Tolvaptan",T,yes,1,TGA
"Topiramate",T,yes,1,TGA
"topiramate",T,no,1,FDA
"Topotecan",T,yes,1,TGA
"Toremifene",T,yes,1,FDA
"torsemide",T,yes,1,FDA
"Trabectedin",T,yes,1,TGA
"trabectedin",T,no,2,FDA;TGA
"tralokinumab",T,yes,1,FDA
"tramadol + paracetamol",T,yes,1,TGA
"Tramazoline",T,yes,1,TGA
"Trametinib",T,yes,1,TGA
"trametinib",T,no,1,TGA
"Trandolapril",T,yes,1,TGA
"Tranexamic acid",T,yes,1,TGA
"Tranylcypromine",T,yes,1,TGA
"Trastuzumab",T,yes,1,TGA
"Trastuzumab deruxtecan",T,yes,1,TGA
"Trastuzumab emtansine",T,yes,1,TGA
"travoprost + timolol",T,yes,1,TGA
"trazodone",T,yes,1,FDA
"Treosulfan",T,yes,1,TGA
"treprostinil",T,yes,1,FDA
"Triamcinolone",T,yes,1,TGA
"triamcinolone + neomycin + gramicidin + nystatin",T,yes,1,TGA
"triamcinolone + nystatin + neomycin + gramicidin",T,yes,3,TGA
"Triamcinolone, neomycin, nystatin and gramicidin",T,yes,1,TGA
"triamterene + hydrochlorothiazide",T,yes,1,FDA
"triazolam",T,yes,1,FDA
"Trientine",T,yes,1,TGA
"Trifarotene",T,yes,1,TGA
"Trifluoperazine",T,yes,1,FDA
"Trihexyphenidyl",T,yes,1,TGA
"trilaciclib",T,yes,1,FDA
"trilostane",T,yes,1,FDA
"trimethobenzamide",T,yes,1,FDA
"Trimethoprim",T,yes,1,TGA
"trimipramine",T,yes,1,FDA
"triticum + chelidonium + taraxacum + glutathione + pork + thyroid + lycopodium + strychnos + phosphoric + corticotropin + salicylic + cortisone + eugenol + stearyl + xylitol + estrone + benzoic + chlorine + potassium + sorbitol + resorcinol + benzyl + lactic + isopropyl + boric + acetic + phenylbutazone + petrolatum + lead",T,yes,1,FDA
"trofinetide",T,yes,1,FDA
"trolamine salicylate",T,yes,1,FDA
"Tropicamide",T,yes,1,TGA
"Tropisetron",T,yes,1,TGA
"trypan blue",T,yes,1,FDA
"tubocurarine",T,yes,1,FDA
"tucatinib",T,yes,2,FDA;TGA
"ubenimex",U,no,2,Other;PMDA
"ubiquinone",U,no,2,Other;PMDA
"ublituximab",U,yes,2,FDA;TGA
"ubrogepant",U,yes,1,FDA
"udenafil",U,no,1,Other
"ulinastatin",U,no,2,Other;PMDA
"Ulipristal",U,yes,3,Other;TGA
"Umeclidinium",U,yes,2,Other;PMDA
"umeclidinium + vilanterol",U,yes,1,TGA
"Umeclidinium with vilanterol",U,no,3,Other;PMDA
"undecylenic acid",U,yes,1,FDA
"unoprostone",U,no,2,Other;PMDA
"Upadacitinib",U,yes,1,TGA
"urea",U,yes,2,FDA;TGA
"uridine triacetate",U,yes,2,FDA
"Urokinase",U,yes,1,FDA
"Ursodeoxycholic acid",U,yes,1,TGA
"Ustekinumab",U,yes,1,TGA
"ustekinumab",U,no,2,FDA;TGA
"vaccinia immune globulin",V,yes,1,FDA
"vaccinia vaccine",V,yes,2,FDA;PMDA
"vaccinia virus (modified vaccinia Ankara",V,yes,1,FDA
"Valaciclovir",V,yes,5,Other;PMDA;TGA
"valacyclovir",V,yes,5,FDA;Other;PMDA
"valbenazine",V,yes,5,FDA;Other;PMDA
"valethamate",V,no,2,Other;PMDA
"Valganciclovir",V,yes,6,Other;PMDA;TGA
"valoctocogene roxaparvovec",V,no,1,PMDA
"Valproate",V,no,5,Other;PMDA
"valproic acid and derivatives",V,no,3,Other;PMDA
"valrubicin",V,yes,1,FDA
"vamorolone",V,yes,1,FDA
"Vancomycin",V,yes,1,TGA
"vancomycin (oral)",V,yes,1,FDA
"Vandetanib",V,yes,1,TGA
"vardenafil",V,yes,1,FDA
"Varenicline",V,yes,1,TGA
"varicella-zoster immune globulin",V,yes,1,FDA
"vasopressin",V,yes,1,FDA
"Vecuronium",V,yes,1,TGA
"Vedolizumab",V,yes,1,TGA
"Velaglucerase",V,yes,1,TGA
"velmanase alfa",V,yes,2,FDA;TGA
"Vemurafenib",V,yes,1,TGA
"vemurafenib",V,no,2,FDA;TGA
"Venetoclax",V,yes,1,TGA
"Venlafaxine",V,yes,1,TGA
"Verapamil",V,yes,1,TGA
"Vericiguat",V,yes,1,TGA
"verteporfin",V,yes,1,FDA
"vestronidase alfa",V,yes,1,FDA
"vibegron",V,yes,1,FDA
"vibrio cholerae CVD 103-HgR",V,yes,1,FDA
"vidarabine",V,yes,1,FDA
"Vigabatrin",V,yes,1,TGA
"vilazodone",V,yes,1,FDA
"vildagliptin + metformin",V,yes,1,TGA
"viloxazine",V,yes,1,FDA
"viloxazine hydrochloride",V,yes,1,FDA
"viltolarsen",V,yes,1,FDA
"Vinblastine",V,yes,1,TGA
"Vincristine",V,yes,1,TGA
"Vinorelbine",V,yes,1,TGA
"Vismodegib",V,yes,1,TGA
"vitamin + vitamin + vitamin + vitamin + thiamine + riboflavin + niacin + pyridoxine + folic + vitamin + sodium",V,yes,1,FDA
"voclosporin",V,yes,1,FDA
"von + coagulation",V,yes,1,FDA
"von willebrand factor",V,yes,2,FDA;TGA
"vonoprazan + amoxicillin + clarithromycin",V,yes,2,FDA
"vonoprazan, amoxicillin, and clarithromycin",V,yes,1,FDA
"vorapaxar",V,yes,2,FDA
"vorasidenib",V,yes,2,FDA;TGA
"voretigene neparvovec",V,yes,2,FDA;TGA
"Voriconazole",V,yes,1,TGA
"Vorinostat",V,yes,1,TGA
"vorinostat",V,no,2,FDA;TGA
"Vortioxetine",V,yes,1,TGA
"Vosoritide",V,yes,1,TGA
"voxelotor",V,yes,1,FDA
"Vutrisiran",V,yes,1,TGA
"Wakix",W,no,2,Other;PMDA
"Warfarin",W,yes,4,Other;PMDA;TGA
"water for injection",W,yes,4,Other;PMDA;TGA
"water for irrigation",W,no,3,Other;PMDA
"water, sterile",W,no,1,Other
"Wegovy",W,no,3,Other;PMDA
"Welchol",W,no,1,Other
"Welireg",W,no,3,Other;PMDA
"xalatan",X,no,5,Other;PMDA
"Xalkori",X,no,5,Other;PMDA
"Xanax",X,no,5,Other;PMDA
"xanomeline + trospium",X,yes,1,FDA
"Xarelto",X,no,5,Other;PMDA
"Xeljanz",X,no,4,Other;PMDA
"Xeloda",X,no,4,Other;PMDA
"Xelpros",X,no,1,Other
"xembify",X,no,1,Other
"Xenazine",X,no,4,Other;PMDA
"xenon",X,yes,1,FDA
"xenon xe 129",X,yes,1,FDA
"Xylometazoline",X,yes,1,FDA
"Yasmin",Y,no,3,Other
"Yaz",Y,no,4,Other;PMDA
"yohimbine",Y,yes,1,FDA
"zafirlukast",Z,yes,3,FDA;Other;PMDA
"zaleplon",Z,yes,1,FDA
"zaltoprofen",Z,no,3,Other;PMDA
"Zanamivir",Z,yes,5,Other;PMDA;TGA
"Zanubrutinib",Z,yes,5,Other;PMDA;TGA
"zarontin",Z,no,2,Other;PMDA
"zarxio",Z,no,1,PMDA
"zavegepant",Z,yes,1,FDA
"zavesca",Z,no,2,Other;PMDA
"zebeta",Z,no,2,Other;PMDA
"ziconotide",Z,yes,1,FDA
"zidovudine and lamivudine",Z,yes,2,FDA;TGA
"zidovudine, abacavir, and lamivudine",Z,yes,1,FDA
"zileuton",Z,yes,1,FDA
"Zilucoplan",Z,yes,1,TGA
"zinc gluconate",Z,yes,1,FDA
"zinc oxide",Z,yes,3,FDA
"Ziprasidone",Z,yes,1,TGA
"ziv-aflibercept",Z,yes,1,FDA
"zolbetuximab",Z,yes,2,FDA;TGA
"Zoledronic acid",Z,yes,1,TGA
"Zolmitriptan",Z,yes,1,TGA
"zolmitriptan",Z,no,2,FDA;TGA
"Zolpidem",Z,yes,1,TGA
"Zonisamide",Z,yes,1,TGA
"Zopiclone",Z,yes,1,TGA
"Zoster vaccine",Z,yes,1,FDA
"Zuclopenthixol",Z,yes,1,TGA
"zuranolone",Z,yes,1,FDA
